FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
H,1.962962963,1.814814815,L,D,D,W,L,D,0.8888888889,1,0,-5
H,1,1,L,W,W,W,D,L,-0.4444444444,-0.3333333333,0.03703703704,-13
NH,1.111111111,1.777777778,L,W,L,W,W,D,-0.3333333333,0.5185185185,-0.1851851852,14
H,1.75,1.428571429,L,W,L,W,W,L,0.8928571429,0.07142857143,0,-4
H,1.5,0.8214285714,L,L,D,L,L,W,0.25,-0.6428571429,-0.07142857143,-11
H,2.428571429,1.142857143,W,W,W,W,D,D,1.178571429,-0.5,0.25,-10
NH,0.9642857143,0.6071428571,L,W,D,L,L,D,-0.3928571429,-0.8571428571,0.07142857143,1
NH,1.178571429,1.071428571,L,W,L,L,L,W,-0.2142857143,-0.3571428571,0.03571428571,-4
NH,1.035714286,1.142857143,L,L,L,W,D,L,-0.25,-0.1785714286,-0.1071428571,4
H,1.321428571,1.071428571,L,W,L,W,L,W,0.1428571429,-0.3571428571,-0.07142857143,6
NH,0.8571428571,1.392857143,W,L,D,W,L,D,-0.6428571429,0.5357142857,-0.1071428571,7
H,1.821428571,1.678571429,W,W,W,W,W,W,0.5357142857,0.7857142857,-0.07142857143,1
NH,0.8571428571,2,L,W,D,W,L,D,-0.9285714286,0.9285714286,-0.1071428571,15
NH,1.103448276,0.9310344828,L,W,D,L,L,W,-0.6206896552,-0.4137931034,0.06896551724,-6
H,0.6896551724,1.034482759,W,L,L,D,L,L,-0.7931034483,-0.2413793103,0.1034482759,4
NH,0.7931034483,0.8275862069,L,L,L,L,L,W,-0.6896551724,-0.9310344828,0,2
H,1.379310345,1.379310345,L,W,W,W,L,W,0.03448275862,0.1724137931,-0.03448275862,-1
H,1.448275862,1.862068966,W,W,L,W,W,W,0.6551724138,0.5517241379,-0.1724137931,4
H,1.034482759,1.137931034,L,W,L,L,L,W,-0.3793103448,-0.2413793103,0.1724137931,-9
H,0.8275862069,0.6896551724,L,L,W,W,L,L,-0.9310344828,-0.7931034483,-0.03448275862,-1
H,1.551724138,2.034482759,W,L,L,W,W,L,0.3103448276,0.9310344828,-0.03448275862,6
H,2.448275862,0.7931034483,W,W,W,L,L,L,1.275862069,-0.6896551724,0.3793103448,-16
H,0.9310344828,1.448275862,L,L,W,W,W,L,-0.4137931034,0.6551724138,-0.1379310345,10
NH,1.1,1.433333333,L,L,L,W,L,W,-0.2666666667,0.06666666667,-0.2,4
NH,1.333333333,1.666666667,L,W,L,W,L,W,0.1333333333,0.7666666667,-0.2,8
H,1.833333333,1.1,W,W,L,L,W,L,0.9333333333,-0.3666666667,0.1,-12
NH,1,1.1,L,D,L,D,L,W,-0.3,-0.6,-0.1666666667,1
NH,1.8,1.2,L,W,W,W,D,W,0.5,-0.1333333333,0.1333333333,-5
H,0.9,1.1,W,L,W,W,L,W,-0.7,-0.3333333333,-0.06666666667,10
H,1.666666667,0.7666666667,W,L,W,L,L,L,0.7666666667,-0.7,0.3,-15
H,1.6,1.1,W,W,L,L,L,L,0.3666666667,-0.2666666667,0.1333333333,-7
H,1.966666667,1.1,L,W,W,W,L,W,0.8333333333,-0.3333333333,-0.06666666667,-4
H,0.9333333333,1.833333333,D,L,L,W,W,L,-0.4,0.9333333333,-0.1333333333,12
NH,1,2.483870968,D,L,D,W,W,W,-0.2903225806,1.258064516,-0.4193548387,11
NH,1.290322581,1.741935484,L,L,W,L,L,W,0.06451612903,0.4516129032,-0.09677419355,7
H,1.161290323,1.419354839,W,L,W,D,W,L,-0.2903225806,0.06451612903,-0.1290322581,8
H,0.9677419355,1.096774194,W,W,L,D,D,L,-0.6451612903,-0.5806451613,0.09677419355,3
NH,0.9677419355,1.451612903,W,W,L,L,W,W,-0.8064516129,0.5806451613,0,8
H,1.258064516,0.7419354839,W,W,D,L,W,W,-0.09677419355,-0.7096774194,0.1612903226,-8
NH,1.096774194,1.290322581,D,D,L,L,L,W,-0.5806451613,0.06451612903,0,1
NH,0.7419354839,1,L,L,L,W,D,L,-0.7096774194,-0.3225806452,-0.2258064516,0
NH,1.096774194,0.9677419355,D,L,L,W,W,L,-0.2580645161,-0.8064516129,-0.1612903226,-2
NH,1.419354839,1.709677419,D,W,L,W,W,L,0.06451612903,0.8387096774,-0.06451612903,7
H,1.8125,0.96875,W,L,W,L,D,L,0.875,-0.3125,0.21875,-7
NH,1.5,1.15625,W,L,W,D,W,L,0.59375,-0.28125,0.15625,-10
H,1.03125,1.21875,L,L,W,L,W,W,-0.46875,-0.125,-0.125,-4
NH,0.71875,0.96875,L,L,W,D,W,W,-0.71875,-0.625,-0.125,2
NH,1.78125,1.625,W,L,L,D,W,W,0.46875,0.375,-0.03125,-3
NH,2.40625,2.03125,L,W,W,W,W,L,1.1875,0.9375,0,1
H,1.75,1.0625,W,W,W,L,D,D,0.84375,-0.59375,0.21875,-9
NH,0.9375,1.21875,L,W,W,L,W,W,-0.8125,-0.125,-0.125,7
H,1.625,0.71875,D,W,W,L,L,W,0.375,-0.71875,0.125,-10
NH,0.71875,1.5,L,L,L,W,L,W,-0.78125,0.59375,-0.375,10
NH,1.121212121,1.151515152,W,W,W,D,D,W,-0.2121212121,-0.2727272727,0.06060606061,0
NH,1.090909091,0.9393939394,W,L,L,L,L,D,-0.4242424242,-0.3333333333,0.1212121212,-8
NH,1.03030303,2.424242424,L,L,D,W,L,W,-0.3333333333,1.212121212,-0.3333333333,12
NH,1.787878788,1.666666667,W,W,W,W,D,W,0.8787878788,0.4242424242,-0.0303030303,-4
NH,1.212121212,1.848484848,D,L,W,W,W,L,-0.1212121212,0.9393939394,-0.1212121212,3
H,2.060606061,0.9393939394,W,W,W,L,D,W,0.9393939394,-0.6363636364,0.1515151515,-14
NH,1.151515152,2.424242424,D,D,W,W,L,W,-0.2727272727,1.212121212,-0.1212121212,16
NH,1.212121212,1.787878788,D,L,W,W,W,W,-0.1212121212,0.8787878788,-0.1212121212,6
H,1.060606061,0.696969697,D,L,D,L,L,L,-0.5757575758,-0.8181818182,0.09090909091,-6
NH,0.7272727273,1.03030303,D,L,L,L,L,D,-0.696969697,-0.3333333333,0.1818181818,3
H,1,1.647058824,W,L,L,D,W,D,-0.2352941176,0.4117647059,-0.2058823529,6
NH,1.235294118,1.117647059,D,D,L,D,W,W,0.02941176471,-0.2058823529,-0.2647058824,-7
NH,1.323529412,1.058823529,D,L,L,L,W,L,-0.02941176471,-0.5,-0.02941176471,5
H,1.147058824,0.9117647059,D,D,D,L,L,D,-0.2647058824,-0.6764705882,-0.02941176471,3
NH,1.470588235,1.823529412,D,D,W,D,W,W,0.5588235294,0.9117647059,-0.05882352941,2
H,1.794117647,2,W,D,W,L,W,W,0.5,0.8529411765,-0.05882352941,3
H,2.382352941,1,D,W,L,D,W,L,1.176470588,-0.7058823529,0,-14
H,1.647058824,1.176470588,D,W,D,L,D,L,0.4117647059,-0.2058823529,0.1176470588,-2
H,2,1.147058824,L,W,W,D,D,D,0.8529411765,-0.2647058824,0.08823529412,-17
NH,1.058823529,1.470588235,L,W,L,D,D,W,-0.5,0.5588235294,-0.05882352941,-3
NH,1.114285714,1.371428571,D,D,W,W,D,L,-0.2,0.05714285714,0.1714285714,8
H,1.057142857,1.085714286,W,L,L,W,L,D,-0.3142857143,-0.5714285714,-0.02857142857,2
NH,0.9142857143,1.771428571,D,L,L,D,W,D,-0.6571428571,0.4857142857,-0.08571428571,11
NH,1.8,2.4,W,D,W,W,D,W,0.8571428571,1.228571429,0.08571428571,1
H,1.857142857,1.2,W,D,W,L,D,D,0.9428571429,-0.02857142857,0.2285714286,-5
NH,0.6857142857,0.6857142857,L,D,L,L,L,D,-0.8,-0.7714285714,0,1
H,0.9714285714,1.057142857,L,D,W,W,W,L,-0.7714285714,-0.2,0,3
NH,1.142857143,0.6857142857,L,L,D,L,D,L,-0.2285714286,-0.8,0.08571428571,-9
NH,1.085714286,0.9714285714,W,L,D,L,D,W,-0.5714285714,-0.7714285714,-0.05714285714,-4
NH,0.6857142857,1.8,L,L,D,W,D,W,-0.7714285714,0.8571428571,-0.3428571429,14
NH,1.194444444,2,D,L,D,D,W,L,-0.02777777778,0.8333333333,-0.1944444444,10
H,1.805555556,1.083333333,W,D,W,L,D,D,0.5,-0.2777777778,0.08333333333,-14
NH,1.333333333,0.9722222222,L,W,D,W,D,L,0.02777777778,-0.6111111111,-0.02777777778,-5
NH,1.166666667,1.027777778,L,W,D,L,D,L,-0.2222222222,-0.6388888889,0.05555555556,13
NH,1.5,1.638888889,W,D,D,W,L,D,0.6944444444,0.3888888889,0.02777777778,1
NH,2.361111111,1.888888889,D,W,D,W,W,D,1.194444444,0.9444444444,-0.1388888889,-4
NH,1.027777778,1.111111111,L,W,W,W,W,L,-0.3333333333,-0.2777777778,0,-1
H,2,1.333333333,D,W,L,L,W,D,0.8333333333,0.02777777778,0.1666666667,-9
NH,0.9722222222,1.194444444,W,D,L,D,L,D,-0.6111111111,-0.02777777778,0.05555555556,4
NH,1.888888889,1.805555556,W,W,D,W,D,W,0.9444444444,0.5,0.05555555556,2
NH,1.081081081,1.864864865,W,W,L,D,W,W,-0.5675675676,0.9189189189,-0.02702702703,10
H,1.621621622,1.162162162,D,W,L,D,L,W,0.3783783784,-0.2162162162,0.05405405405,-11
NH,1.081081081,1.486486486,L,L,L,D,W,D,-0.2972972973,0.6756756757,-0.1621621622,1
H,2.297297297,1.243243243,L,D,W,W,D,L,1.135135135,0,0.05405405405,-9
H,1.027027027,1.297297297,L,L,W,L,L,W,-0.5945945946,0,0,2
NH,0.6756756757,1.027027027,L,D,L,D,L,D,-0.7567567568,-0.6216216216,-0.08108108108,12
NH,1.108108108,1.783783784,D,W,W,D,W,D,-0.2702702703,0.4864864865,-0.05405405405,10
NH,1.027027027,1.054054054,D,L,W,L,L,D,-0.3243243243,-0.2972972973,0.05405405405,-5
H,1.810810811,0.9459459459,W,D,W,L,W,D,0.8378378378,-0.6216216216,0.1891891892,-12
NH,0.7567567568,2.027027027,W,D,L,W,D,W,-0.7027027027,0.8378378378,-0.1351351351,17
H,1.894736842,1.657894737,W,D,W,W,D,W,0.9210526316,0.4210526316,0.07894736842,-1
H,1.526315789,0.6578947368,W,D,W,L,L,D,0.7105263158,-0.7631578947,0.2105263158,-9
NH,2.052631579,1.078947368,W,W,D,W,L,L,0.8684210526,-0.4736842105,0.1052631579,-11
NH,1.078947368,1.842105263,W,D,L,W,W,D,-0.5789473684,0.8947368421,-0.1578947368,2
NH,1.052631579,1.078947368,D,L,L,L,D,W,-0.2894736842,-0.2894736842,-0.1052631579,4
NH,1.210526316,1.052631579,L,W,D,L,L,L,-0.02631578947,-0.3421052632,0.1315789474,2
H,1.815789474,1.026315789,W,D,W,D,D,L,0.5,-0.3157894737,0.07894736842,-9
NH,1.263157895,2.315789474,L,L,L,W,L,D,-0.1052631579,1.131578947,-0.1052631579,8
H,1.131578947,0.7368421053,L,D,L,L,W,D,-0.2631578947,-0.7368421053,0,0
NH,0.9210526316,1.052631579,L,L,W,L,W,W,-0.6842105263,-0.5789473684,-0.07894736842,-1
NH,0.75,1,L,L,W,W,D,L,0,-0.75,-0.25,-1
H,0.75,1.75,D,D,D,D,W,W,0,0.75,-1,3
NH,0.75,0.25,L,L,W,L,D,L,-0.5,-0.75,0.5,4
NH,0.75,1,L,W,L,D,W,L,-0.75,-0.25,-0.25,0
H,1,0.75,L,D,W,W,L,L,0.5,0,0.25,-17
NH,1.5,1.5,W,W,L,W,L,W,0.25,1.25,0,11
NH,0.25,1.5,L,D,L,W,W,L,-0.75,0.25,-1.25,13
H,1.5,1,L,W,W,W,L,D,0.25,0,0.5,-6
NH,1,1,L,D,W,L,D,W,0,0.25,0,4
NH,0.75,2.25,W,L,L,W,W,W,-0.5,0.75,-1.5,2
H,1.4,0.8,L,D,W,D,L,L,0.4,-0.4,0.6,-9
NH,2,1,D,W,W,D,L,D,0.6,0,1,-7
NH,1.4,0.8,W,W,D,D,L,W,-0.4,-0.6,0.6,-2
NH,0.8,0.6,L,W,L,L,L,L,-0.4,-0.2,0.2,-4
H,0.4,0.2,D,L,D,L,L,D,-0.6,-1,0.2,-9
NH,1,1.2,D,L,D,W,D,D,0.2,0.2,-0.2,4
H,1.8,1.4,W,W,W,D,W,W,0.6,0.2,0.4,-9
NH,1,1.8,D,D,W,W,L,W,-0.2,0.6,-0.8,13
NH,0.6,0.8,L,W,L,D,W,L,-0.4,-0.4,-0.2,9
H,1.4,1.4,D,W,L,W,L,D,1,0.8,0,1
H,1,1.666666667,W,L,L,W,D,W,0,1.333333333,-0.6666666667,13
NH,0.6666666667,0.8333333333,L,D,L,L,D,D,-0.6666666667,-0.3333333333,-0.1666666667,-6
H,1.166666667,0.8333333333,W,D,L,L,D,L,-0.3333333333,0,0.3333333333,8
NH,1.166666667,0.8333333333,L,W,L,W,D,L,0.1666666667,0,0.3333333333,-7
H,1.333333333,0.5,W,D,L,L,L,W,0.1666666667,-0.6666666667,0.8333333333,-4
NH,1.166666667,2,W,D,W,W,W,W,0,0.8333333333,-0.8333333333,5
NH,2,1.666666667,W,W,L,W,L,D,0.6666666667,0.6666666667,0.3333333333,2
NH,1.166666667,0.6666666667,L,D,W,L,L,W,-0.1666666667,-0.5,0.5,2
NH,0.1666666667,1.666666667,L,L,L,L,D,W,-1.333333333,0.3333333333,-1.5,10
H,1.5,1.166666667,W,W,D,L,W,W,0.3333333333,-0.5,0.3333333333,-10
NH,1.142857143,1,W,L,D,L,L,W,-0.1428571429,-0.5714285714,0.1428571429,2
H,0.5714285714,1,L,L,D,L,L,D,-0.7142857143,-0.2857142857,-0.8571428571,-1
NH,1.428571429,1.285714286,W,W,D,W,W,L,-0.1428571429,0.1428571429,0.5714285714,3
H,1.857142857,0.4285714286,W,L,D,L,L,L,0.5714285714,-0.8571428571,1,-11
H,1.428571429,1.714285714,L,W,D,W,W,W,1,0.4285714286,-0.5714285714,-4
NH,0.1428571429,1,L,L,L,L,L,W,-1.428571429,0,-0.4285714286,16
NH,1,1.571428571,W,L,L,D,W,L,-0.2857142857,0.5714285714,-0.2857142857,8
H,1.571428571,1,W,W,D,L,W,D,0.4285714286,-0.1428571429,0.1428571429,5
NH,1.857142857,0.7142857143,D,W,W,L,L,D,0.5714285714,-0.1428571429,1.142857143,-5
NH,1.142857143,2.142857143,W,W,D,W,W,W,0.1428571429,0.8571428571,-1,4
H,2,0.875,D,W,W,L,W,L,0.75,-0.5,0.875,-7
H,1.75,1,W,D,W,L,W,L,0.75,-0.25,0.375,-15
H,1.5,1.375,L,W,W,D,W,W,0.125,-0.125,0.25,-12
NH,1.25,1.75,W,L,L,W,W,W,0.125,0.625,-0.5,-13
NH,1.25,2,W,L,L,W,W,L,-0.375,0.75,-0.125,9
NH,0.875,1.125,L,L,L,D,W,W,-0.375,0.125,-0.5,5
H,0.875,0.125,L,L,W,L,L,L,-0.375,-1.375,0.875,-8
NH,1,1.625,W,L,L,W,L,W,0.25,1.125,-0.75,8
NH,1.25,1.625,D,W,W,L,D,W,0.125,0.125,0,10
NH,0.375,0.875,L,L,L,W,L,L,-1,-0.5,-0.125,6
NH,1.111111111,1.666666667,L,D,W,W,L,W,-0.1111111111,0.2222222222,-0.5555555556,9
NH,0.3333333333,2.111111111,L,L,L,W,D,W,-1.222222222,1,-1.444444444,14
H,1.888888889,1.111111111,D,W,W,D,D,W,0.6666666667,0.1111111111,-0.1111111111,-1
H,1.222222222,0.8888888889,D,W,L,D,L,L,0.1111111111,-0.3333333333,0.5555555556,-12
NH,0.7777777778,0.8888888889,L,L,W,L,L,W,-0.7777777778,-0.5555555556,-0.1111111111,-7
H,1.666666667,1.111111111,D,W,W,W,W,L,0.5555555556,-0.1111111111,0.4444444444,2
H,1.888888889,1.777777778,W,W,D,W,W,L,1,1.222222222,0,1
H,0.1111111111,1.222222222,L,L,L,D,W,L,-1.666666667,-0.3333333333,-0.7777777778,1
NH,1.111111111,0.8888888889,W,L,L,L,W,L,0.1111111111,0,0.3333333333,-1
H,1.777777778,1.222222222,W,L,D,L,D,W,0.3333333333,-0.2222222222,0.2222222222,-13
H,2.2,2,W,W,D,W,D,W,1.1,0.9,0.3,-3
NH,1,1.4,L,W,W,W,D,W,-0.3,0.2,-0.1,11
H,1.1,0.4,L,L,D,W,L,L,-0.3,-1.4,0.4,1
H,1.6,0.8,L,W,W,D,L,L,1,-0.7,0.5,-9
H,1.1,2,L,D,W,W,W,W,-0.4,1,-0.9,13
NH,0.8,1.8,L,D,L,W,D,W,-0.4,0.7,-1.2,-1
H,1,0.3,L,D,D,L,L,L,-0.2,-1.3,0.8,-10
NH,0.9,1,D,L,W,L,L,D,0,-0.3,-0.3,-5
H,0.9,1.1,D,L,L,D,W,L,-0.5,0.1,-0.3,9
NH,1.8,1.9,W,W,L,W,W,L,0.4,0.4,0.2,1
H,1,1.090909091,D,L,L,W,D,L,-0.2727272727,-0.3636363636,-0.1818181818,-3
NH,1.818181818,1.181818182,L,W,W,W,L,D,0.7272727273,0,0.1818181818,-5
NH,0.2727272727,1.727272727,L,L,L,D,W,W,-1.363636364,0.3636363636,-0.9090909091,12
H,1.818181818,0.9090909091,L,W,D,L,L,W,0.6363636364,-0.4545454545,0.3636363636,-5
H,0.7272727273,0.9090909091,L,D,L,D,D,L,-1.272727273,0,-0.09090909091,1
H,1.727272727,1.272727273,D,W,D,W,L,L,0.6363636364,-0.1818181818,0.3636363636,-4
H,1.545454545,2.272727273,W,W,D,W,W,W,0.3636363636,1.181818182,-0.2727272727,-3
H,0.3636363636,1.727272727,L,W,L,W,L,W,-1.363636364,1.545454545,-0.5454545455,15
NH,1,0.8181818182,L,D,W,D,L,D,0,-0.3636363636,0.1818181818,-4
NH,1.818181818,1.272727273,D,W,W,W,L,D,0.3636363636,-0.1818181818,0.09090909091,-11
H,2.083333333,1.833333333,L,W,W,W,D,W,1,0.8333333333,-0.08333333333,-10
NH,1.666666667,1.916666667,D,D,W,W,L,W,0.3333333333,0.9166666667,-0.1666666667,-1
NH,0.8333333333,1,L,L,L,D,L,D,-0.75,0,0.08333333333,3
NH,1.166666667,0.3333333333,L,W,L,D,L,L,-0.4166666667,-1.25,0.25,0
H,1.416666667,0.9166666667,W,W,L,W,L,D,-0.08333333333,-1,0.5,5
H,0.8333333333,0.5833333333,D,D,L,W,L,W,-0.3333333333,-1.166666667,-0.25,-4
NH,0.8333333333,1.75,L,D,D,D,L,W,-0.1666666667,0.6666666667,-0.4166666667,7
NH,1,1.666666667,L,W,D,W,W,W,-0.5,0.4166666667,-0.75,17
H,1.583333333,1.666666667,L,W,L,L,D,W,1.333333333,0.25,0.1666666667,-3
NH,1.166666667,1.166666667,D,W,L,W,D,L,0,-0.08333333333,0.08333333333,-7
NH,1.153846154,0.5384615385,D,W,D,L,W,L,-0.07692307692,-1.230769231,-0.07692307692,-2
NH,1,2.153846154,D,L,W,W,L,W,-0.4615384615,1.076923077,-0.5384615385,14
H,1.615384615,1,D,D,D,W,D,D,0.3076923077,-0.1538461538,0.2307692308,-7
H,1.538461538,1.153846154,W,W,W,D,D,W,0,0,0.3076923077,8
H,0.8461538462,0.5384615385,L,W,L,W,D,L,-1,-1.076923077,0,-7
H,0.7692307692,0.7692307692,L,L,D,L,L,L,-0.3846153846,-0.7692307692,-0.07692307692,-2
H,1.846153846,1.692307692,W,D,L,L,W,D,0.8461538462,0.6153846154,0.1538461538,-11
H,1.076923077,1.846153846,L,L,W,D,W,L,-0.4615384615,0.8461538462,-0.3846153846,11
H,1.692307692,1.153846154,W,L,W,W,D,L,1.692307692,0.07692307692,0.07692307692,-7
NH,1.538461538,1.615384615,L,L,D,D,W,W,-0.2307692308,0.3846153846,-0.3076923077,4
H,0.5,0.9285714286,L,W,D,W,L,L,-1.071428571,-0.1428571429,-0.07142857143,8
H,2.214285714,1.214285714,W,W,L,W,L,L,1.214285714,-0.2857142857,0.4285714286,-14
NH,0.7142857143,1.5,L,L,L,D,L,L,-0.9285714286,-0.2142857143,-0.3571428571,7
H,1.714285714,1,L,D,W,W,L,W,0.6428571429,-0.8571428571,0,-4
NH,1.571428571,1.714285714,D,D,W,W,D,D,0.3571428571,0.5714285714,0.1428571429,-5
NH,1.571428571,1.142857143,L,L,W,D,D,W,0.4285714286,-0.07142857143,0.07142857143,-1
NH,0.9285714286,0.9285714286,L,W,D,L,D,L,-0.4285714286,-0.6428571429,0,-5
NH,0.5714285714,1.928571429,D,L,W,W,W,D,-1.142857143,0.9285714286,-0.2142857143,14
H,1.071428571,1.642857143,L,W,D,W,W,W,-0.1428571429,0.07142857143,-0.5,-7
NH,1.071428571,1.785714286,L,D,D,W,W,L,-0.07142857143,1.785714286,-0.2857142857,6
H,0.6666666667,0.9333333333,W,L,W,D,L,D,-0.9333333333,-0.6,0.1333333333,0
H,1.8,0.8666666667,W,L,D,L,W,L,0.8666666667,-0.2,0.2,-3
NH,1.466666667,1.533333333,L,D,D,L,W,W,0.2666666667,-0.1333333333,-0.2666666667,-15
NH,1.466666667,1.866666667,L,L,L,W,W,W,0.3333333333,1.733333333,-0.5333333333,12
H,0.9333333333,2,D,L,W,W,W,W,-0.4,0.9333333333,-0.2666666667,10
NH,0.5333333333,1.6,L,D,L,W,D,L,-1.133333333,-0.1333333333,-0.06666666667,12
NH,1,0.9333333333,L,L,D,L,W,L,-0.1333333333,-1.066666667,-0.06666666667,-3
NH,2.266666667,1.8,W,W,W,W,W,D,1.266666667,0.6,0.2,-2
H,0.6666666667,1.266666667,L,L,L,W,D,D,-0.9333333333,0,-0.6,-3
NH,1.2,1.133333333,W,L,W,L,W,L,0.06666666667,-0.4,0.06666666667,-9
H,0.875,0.9375,L,D,L,L,L,L,-0.6875,-0.25,0,10
H,1.875,0.8125,L,W,W,W,W,L,0.8125,-0.75,0,-15
H,1.75,0.8125,D,W,W,W,L,L,0.5625,-0.75,0.375,-6
NH,1.125,1.0625,D,L,W,W,D,L,-0.375,-0.3125,-0.25,5
H,1.8125,2.1875,D,W,W,D,W,W,1.625,1.1875,0,-2
NH,1.625,1.4375,W,L,W,D,L,L,-0.0625,0.3125,0.5,2
NH,0.8125,0.5,L,L,W,L,L,D,-0.375,-1.125,-0.0625,-7
NH,1.1875,1.375,L,W,D,L,L,D,-0.125,0.1875,0.1875,14
NH,1.0625,1.1875,W,L,W,D,W,L,-0.875,0.0625,0.0625,2
NH,1.6875,1.875,W,W,D,W,W,L,-0.0625,1,-0.1875,-2
NH,0.7647058824,1.588235294,L,W,W,D,W,L,-0.7647058824,-0.05882352941,-0.05882352941,2
NH,0.7647058824,1.882352941,L,W,L,W,D,W,-0.8823529412,1.705882353,-0.5882352941,10
H,1.941176471,1,W,W,W,W,L,D,1.235294118,-0.5882352941,0.2941176471,-11
H,1.470588235,0.8235294118,W,L,L,D,L,L,0.3529411765,-0.3529411765,0.05882352941,-9
H,1.058823529,1.117647059,D,W,D,L,L,W,-0.2941176471,-0.2941176471,0.1764705882,-2
NH,0.5294117647,1.058823529,D,L,L,D,W,L,-1.058823529,-0.8235294118,-0.2941176471,6
NH,0.8823529412,1.117647059,L,L,L,D,D,L,-0.2941176471,-0.3529411765,-0.2352941176,-10
NH,1.411764706,1.588235294,D,D,L,L,W,W,0.2941176471,-0.3529411765,-0.2941176471,9
NH,1.176470588,1.823529412,D,D,W,W,D,W,0.05882352941,0.7058823529,-0.1764705882,3
NH,2.058823529,1.941176471,L,D,W,W,L,W,0.9411764706,0.8235294118,-0.1176470588,1
NH,1.055555556,0.7222222222,L,L,L,L,L,W,-0.3333333333,-0.8888888889,-0.1111111111,-3
NH,0.9444444444,1.333333333,L,W,L,L,D,D,-0.6666666667,0.2222222222,0.1111111111,4
H,1.888888889,1.111111111,D,W,L,L,D,D,0.7777777778,0,0.2777777778,-6
NH,1.888888889,0.5555555556,W,W,D,D,D,L,0.7222222222,-1,0.5555555556,-11
NH,1.111111111,1.555555556,D,D,D,W,W,L,-0.3333333333,0.4444444444,-0.05555555556,17
H,1.944444444,2,W,W,D,W,W,W,1.722222222,1.277777778,0.05555555556,-5
H,1.666666667,1.166666667,W,D,W,W,D,W,0.1111111111,-0.2222222222,0.1111111111,3
NH,1.055555556,0.7222222222,D,D,W,L,L,W,-0.7777777778,-0.9444444444,0.2777777778,-1
NH,1.666666667,0.8888888889,W,L,W,D,L,L,-0.2777777778,-0.2777777778,0.5,-3
NH,0.7777777778,2,L,D,L,D,L,D,-0.4444444444,0.8888888889,-0.2222222222,6
NH,1,1.052631579,L,L,L,L,L,D,-0.3684210526,-0.05263157895,-0.1052631579,6
NH,0.8947368421,0.6842105263,L,L,W,W,D,D,-0.7894736842,-0.8947368421,-0.05263157895,1
H,1.052631579,0.8421052632,L,D,D,W,L,L,-0.3684210526,-0.8421052632,-0.1578947368,6
H,2,0.8421052632,W,W,W,W,L,L,1.684210526,-0.7894736842,0.2105263158,-16
NH,1,1.631578947,L,D,D,W,W,W,-0.7894736842,0.4736842105,-0.2105263158,10
NH,0.7368421053,0.8947368421,L,L,D,D,D,L,-0.5263157895,-0.2631578947,-0.05263157895,2
H,1.947368421,1.894736842,W,D,W,L,W,W,0.7894736842,1.157894737,-0.1052631579,-4
H,1.789473684,1.421052632,L,W,W,W,L,D,0.6315789474,0.3684210526,0.2631578947,-8
NH,1.736842105,2.052631579,W,W,D,W,D,L,0.3157894737,0.9473684211,0.1052631579,12
H,1.631578947,1.105263158,D,W,L,L,W,D,-0.2631578947,-0.4210526316,0.1052631579,-8
H,2.1,0.9,W,W,D,D,L,L,0.95,-0.75,0.2,-14
NH,0.8,0.95,L,W,L,L,L,D,-0.8,-0.8,0.05,7
H,0.8,0.75,L,W,L,D,L,L,-1.1,-0.5,0.2,2
H,1.8,1.15,L,L,W,W,L,D,1.05,-0.05,0.15,-11
NH,1.7,1.7,W,W,W,W,D,W,0.5,-0.1,0.1,-4
NH,1.35,2,L,W,L,W,W,D,0.3,0.8,-0.25,11
NH,1.05,1.85,L,L,W,W,L,W,-0.55,0.65,-0.15,7
NH,0.7,1,D,W,D,D,L,L,-0.85,-0.35,0.25,2
NH,1.05,2.05,D,L,L,W,W,W,-0.05,1.65,-0.5,7
H,0.9,1.65,D,D,D,L,W,W,-0.25,0.25,-0.35,-8
NH,0.8571428571,0.7142857143,L,D,L,L,D,L,-0.8095238095,-0.5238095238,0.09523809524,8
H,1.80952381,0.9523809524,D,W,L,D,L,L,0.619047619,-0.7619047619,0.3333333333,-5
NH,0.9047619048,0.6666666667,W,L,W,L,D,W,-1,-0.8571428571,0,-5
NH,1.095238095,2.047619048,L,W,L,W,W,W,-0.1428571429,0.9047619048,-0.380952381,15
H,1.619047619,1,L,W,W,L,D,L,0.4285714286,-0.09523809524,0.4761904762,-8
H,1.285714286,1,L,L,W,W,D,D,0.1428571429,-0.1904761905,-0.09523809524,6
H,1.761904762,0.8095238095,W,W,D,D,L,W,-0.04761904762,-0.7619047619,0.2857142857,-13
NH,1.571428571,2.095238095,L,L,W,W,W,W,0.1904761905,1.619047619,-0.380952381,14
NH,1.047619048,1.857142857,D,L,L,W,L,L,-0.5238095238,1.095238095,-0.1904761905,6
NH,1.095238095,2.142857143,W,D,L,W,W,W,-0.2857142857,1,-0.2857142857,11
H,2.181818182,0.8636363636,W,W,W,L,W,L,1,-1.090909091,0.3181818182,-8
H,0.7727272727,1,L,D,L,L,D,L,-0.8181818182,-0.5909090909,0,5
NH,1.909090909,1.045454545,W,W,L,L,W,D,1.136363636,-0.3181818182,0.2272727273,-8
H,2.136363636,0.8181818182,W,W,W,L,L,D,1.636363636,-0.8636363636,0.6363636364,-16
H,0.9090909091,1.045454545,L,D,L,L,L,W,-0.8181818182,-0.2272727273,-0.09090909091,-7
