FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
NH,0.8709677419,2.483870968,W,W,D,W,W,W,-0.3870967742,1.548387097,-0.1290322581,10
H,1.064516129,1,W,L,D,D,L,L,-0.3870967742,-0.4516129032,0.09677419355,-4
H,0.7741935484,1.64516129,W,L,W,L,L,W,-0.7096774194,0.09677419355,0.09677419355,1
H,1.032258065,0.8709677419,L,D,W,W,W,D,-0.3870967742,-0.3870967742,-0.06451612903,3
H,1.4375,1.03125,L,W,W,L,W,L,0.09375,-0.4375,0.09375,-1
NH,2.5,1.125,W,W,W,D,W,L,1.5625,-0.125,0.25,-8
H,1.15625,1.5625,D,L,L,W,W,D,0.03125,0.40625,-0.09375,12
NH,1.40625,2.09375,W,L,L,W,W,W,0.09375,1.21875,-0.25,10
H,0.625,2.09375,L,L,L,D,W,D,-1.03125,0.96875,-0.34375,15
H,0.96875,1.375,L,D,L,D,L,W,-0.5,-0.21875,-0.15625,6
NH,1.28125,0.84375,W,L,W,W,W,L,-0.0625,-0.65625,-0.03125,-12
H,1.59375,0.8125,L,L,L,L,L,D,0.0625,-0.53125,-0.03125,-1
H,1.34375,1.1875,D,W,L,L,L,D,0.09375,-0.25,0,10
NH,1.125,0.96875,D,W,L,L,D,L,-0.125,-0.5,0.1875,-3
NH,1.333333333,1.484848485,L,D,L,W,L,W,-0.2727272727,0.1515151515,-0.1212121212,-1
NH,0.7878787879,0.696969697,L,L,L,W,L,L,-0.6363636364,-0.9393939394,0.0303030303,0
NH,1.03030303,1.212121212,D,L,W,W,D,L,-0.4242424242,0.06060606061,-0.06060606061,-7
NH,1.515151515,1.393939394,L,W,W,W,D,W,0.3636363636,0.1212121212,0,-11
NH,0.8181818182,1.272727273,L,L,W,D,W,L,-0.5151515152,-0.06060606061,0,6
NH,1.484848485,0.8181818182,W,L,W,L,L,W,0.1515151515,-0.5151515152,0.06060606061,-4
NH,1.363636364,1.03030303,L,W,L,D,L,W,0.06060606061,-0.4242424242,-0.0303030303,2
NH,1.272727273,1.333333333,D,W,L,L,D,L,-0.06060606061,-0.2727272727,0.06060606061,-1
H,1.090909091,0.7878787879,W,D,L,L,L,L,-0.2727272727,-0.6363636364,0.1212121212,-3
NH,2.454545455,2.121212121,D,W,W,W,W,W,1.515151515,1.212121212,0,1
H,1.676470588,1.970588235,W,W,L,L,L,D,0.2058823529,0.8235294118,0.02941176471,14
H,1.205882353,1.117647059,D,W,D,D,D,D,0.05882352941,-0.1176470588,-0.02941176471,6
H,0.7058823529,1.117647059,D,W,L,L,L,L,-0.9117647059,-0.2941176471,0.08823529412,13
NH,1.029411765,1.5,D,W,L,D,L,W,-0.4117647059,0.3529411765,-0.08823529412,9
NH,1.382352941,0.8529411765,D,W,D,D,D,W,0.1176470588,-0.6176470588,0,-3
NH,1.323529412,1.529411765,W,D,W,W,W,L,-0.02941176471,0.1764705882,-0.05882352941,-2
NH,1.147058824,1.205882353,W,W,D,D,W,D,-0.2352941176,0.05882352941,0.08823529412,-1
H,2.411764706,1.029411765,D,D,W,D,D,L,1.470588235,-0.4117647059,0.1764705882,-7
H,0.7941176471,1.5,D,L,L,D,L,W,-0.6176470588,0.3529411765,-0.1764705882,14
NH,1.676470588,1.117647059,W,W,L,D,D,D,0.2058823529,-0.1176470588,0,7
H,1.4,0.8285714286,W,D,L,L,D,D,0.1714285714,-0.7142857143,-0.02857142857,-7
H,0.7714285714,1.285714286,W,D,W,D,L,L,-0.8571428571,-0.2857142857,0.1428571429,11
H,2,1.114285714,W,L,L,D,L,L,0.8285714286,-0.2857142857,0.1714285714,-2
H,1,0.8,L,D,W,D,L,L,-0.4285714286,-0.5142857143,0.02857142857,1
H,2.114285714,1.371428571,W,D,W,D,D,W,1.171428571,0.1142857143,0.1142857143,-14
NH,0.8285714286,1.142857143,L,D,D,D,W,W,-0.7142857143,-0.2285714286,0,3
NH,1.114285714,1.4,D,L,L,W,D,L,-0.2857142857,0.1714285714,-0.1714285714,-6
H,1.085714286,1.142857143,L,D,D,D,W,W,-0.2,-0.2285714286,-0.05714285714,-5
NH,1.514285714,2.428571429,D,W,W,W,D,D,0.1714285714,1.485714286,-0.02857142857,6
H,1,1.657142857,L,D,D,D,W,W,-0.4571428571,0.2,-0.05714285714,-8
NH,1.5,1.388888889,L,W,D,D,W,D,0.3333333333,0.1666666667,-0.02777777778,-7
H,1.25,1.055555556,D,W,D,W,L,D,0.1388888889,-0.3333333333,0.05555555556,3
NH,1.111111111,0.8333333333,D,D,L,W,L,D,-0.2777777778,-0.5833333333,-0.05555555556,-13
H,0.7777777778,0.8333333333,L,D,L,W,W,D,-0.5833333333,-0.8055555556,-0.25,-6
NH,1.25,2.027777778,L,D,L,W,W,L,-0.3055555556,0.9166666667,-0.1388888889,4
H,1.333333333,1.305555556,L,D,D,D,D,W,0.08333333333,-0.02777777778,-0.08333333333,9
NH,0.8333333333,2.138888889,D,L,D,W,W,D,-0.6944444444,1.194444444,-0.1944444444,17
NH,1.055555556,1.111111111,W,L,D,D,D,L,-0.3888888889,-0.2777777778,0.08333333333,4
NH,1.305555556,1.25,D,D,W,D,W,D,-0.02777777778,0.1388888889,0,-10
NH,1.138888889,1.055555556,D,D,W,W,L,D,-0.2222222222,-0.3888888889,0.1111111111,6
H,2.459459459,1.216216216,W,W,W,L,L,D,1.486486486,-0.4054054054,0.2702702703,-5
NH,0.8378378378,0.8378378378,D,W,L,W,L,D,-0.5675675676,-0.5405405405,0.02702702703,6
H,1.648648649,1.162162162,W,L,D,W,D,D,0.1891891892,-0.2162162162,0.1351351351,12
NH,2,0.8108108108,D,W,W,L,D,L,0.8918918919,-0.7297297297,0.1081081081,-15
H,1.378378378,1.378378378,D,D,W,W,L,D,0.1621621622,0.1891891892,-0.05405405405,-4
H,0.8108108108,1.135135135,L,W,W,W,D,L,-0.8108108108,-0.1621621622,0.1081081081,8
NH,1.027027027,1.459459459,L,W,L,L,D,D,-0.3783783784,0.1081081081,-0.02702702703,5
H,2.162162162,1.486486486,W,W,W,D,L,W,1.216216216,0.3243243243,0.2162162162,-3
NH,2,2.459459459,D,W,W,W,W,W,0.8918918919,1.486486486,-0.1081081081,1
H,2.162162162,1.648648649,W,W,W,W,L,D,1.216216216,0.1891891892,0.08108108108,-16
H,1.105263158,2.184210526,L,W,D,W,W,W,-0.1842105263,1.368421053,-0.2105263158,9
H,1.447368421,1.605263158,D,L,D,L,W,L,0.1052631579,0,-0.02631578947,-9
NH,1.184210526,0.8421052632,L,L,L,D,D,W,-0.4210526316,-0.5526315789,-0.1315789474,-11
H,1.078947368,0.8684210526,W,L,W,W,L,W,-0.3684210526,-0.7631578947,-0.07894736842,-9
H,1.447368421,1.236842105,L,D,L,L,L,D,0.2631578947,-0.1578947368,0,-2
NH,1.342105263,1.421052632,W,W,D,W,D,D,0.2105263158,0.1842105263,0.05263157895,5
NH,1.131578947,2.473684211,L,W,D,W,W,W,-0.2631578947,1.5,-0.2105263158,3
NH,0.8421052632,1.947368421,D,W,L,L,D,W,-0.5263157895,0.8157894737,-0.05263157895,9
NH,1.342105263,1.078947368,L,W,L,L,L,D,0.1578947368,-0.2894736842,0,0
H,0.8157894737,1.026315789,D,L,D,D,L,W,-0.7105263158,-0.3684210526,-0.05263157895,5
NH,1.75,2.25,D,W,W,W,W,W,1,1.5,-0.5,8
NH,1,0.25,L,W,D,L,L,D,-0.75,-1,0.75,5
NH,1,1,L,D,W,W,L,D,0.25,0.25,0,12
H,0.75,0,W,L,L,L,L,L,-0.25,-1,0.75,0
NH,1,2.25,W,L,D,W,W,W,0.25,1.5,-1.25,-4
NH,0.25,2.25,L,D,L,W,W,W,-1,1.25,-2,11
NH,0.25,2.25,L,L,D,W,W,W,-1,1.5,-2,1
H,2.25,0,W,W,W,L,L,L,1.5,-1,2.25,-17
NH,0.75,0.25,L,W,L,D,L,L,-0.5,-0.75,0.5,-12
NH,2.25,1.75,W,W,W,W,W,D,1.25,0.5,0.5,-5
H,0.8,1.2,L,W,L,L,W,L,-0.4,0.6,-0.4,5
NH,0.2,0.8,L,L,D,W,L,L,-1.2,-0.6,-0.6,1
NH,1.4,1.2,L,D,W,D,D,W,0.4,0.2,0.2,4
NH,0.8,1.2,L,L,W,W,W,L,-0.8,0,-0.4,-1
NH,1.4,0.8,W,W,L,L,D,W,0.4,-0.4,0.6,-9
H,1.4,1,W,L,D,W,D,L,1,0,0.4,8
NH,1,1.4,W,D,L,L,D,W,0,0.4,-0.4,1
NH,2.4,2.4,W,W,W,W,W,W,1.4,1.6,0,10
NH,0.8,1.4,W,L,L,W,L,D,-0.6,1,-0.6,-5
NH,0.2,0.8,L,D,L,W,L,L,-0.8,-0.6,-0.6,4
NH,0,0.6666666667,L,L,L,L,L,L,-1.166666667,-0.8333333333,-0.6666666667,1
NH,0.8333333333,0.3333333333,D,L,D,D,L,L,-0.3333333333,-1,0.5,1
NH,1.166666667,1.833333333,D,D,D,D,D,W,0.1666666667,0.8333333333,-0.6666666667,2
NH,1.833333333,1.333333333,D,W,W,D,W,W,0.5,0.3333333333,0.5,2
NH,1.166666667,1.166666667,D,W,W,W,L,W,0,-0.1666666667,0,11
H,1.5,0.5,W,L,W,L,L,L,0.8333333333,-0.8333333333,1,-2
NH,0.6666666667,1.166666667,L,W,L,D,D,D,-0.6666666667,0.1666666667,-0.5,7
H,1.333333333,0.6666666667,D,W,W,W,L,D,0.3333333333,-0.5,0.6666666667,-10
H,2.5,0.8333333333,W,W,W,L,W,D,1.666666667,-0.6666666667,1.666666667,-9
NH,0.5,1.166666667,L,L,L,D,W,W,-0.8333333333,0,-0.6666666667,-14
NH,1.571428571,0.7142857143,L,D,D,L,D,L,0.5714285714,-0.7142857143,0.4285714286,-12
H,0.7142857143,1.571428571,W,D,L,L,D,W,-0.4285714286,0.2857142857,-0.7142857143,6
NH,0.7142857143,2.142857143,D,L,L,W,L,W,-0.7142857143,0.8571428571,-1.142857143,6
NH,1.571428571,1.428571429,D,W,W,D,W,L,0.8571428571,0.7142857143,0.1428571429,16
NH,1.142857143,0.1428571429,D,W,L,D,L,L,-0.1428571429,-1,0.8571428571,-11
H,1.285714286,0.7142857143,D,D,L,L,D,W,0.2857142857,-0.5714285714,0.2857142857,-4
H,0.7142857143,0.7142857143,L,D,L,D,L,L,-0.7142857143,-0.7142857143,0.1428571429,-2
NH,2.142857143,1.285714286,W,L,W,D,D,L,0.8571428571,0.2857142857,0.8571428571,2
NH,0.7142857143,1.571428571,L,D,W,L,D,D,-0.5714285714,0.5714285714,-0.5714285714,10
NH,0.7142857143,0.7142857143,D,W,L,W,D,L,-0.4285714286,-0.4285714286,0,2
NH,0.5,1.5,W,D,L,D,D,W,-0.625,0.75,-0.5,0
H,1.625,0.75,W,D,W,D,D,L,0.75,-0.5,0.625,-10
NH,0.75,1,L,D,L,L,D,W,-0.625,-0.375,-0.25,3
NH,1.25,2.625,W,L,D,W,W,W,-0.125,1.625,-1.125,4
H,1.375,0.375,L,L,D,L,L,L,0.125,-1,0.875,4
H,1.625,1.75,W,W,D,W,W,D,0.25,0.5,0,12
H,2.625,1.75,W,W,W,W,W,D,1.625,0.5,0.25,-5
H,1.25,1,W,L,D,W,L,D,-0.125,-0.5,0.125,-10
NH,1,0.625,L,D,W,L,D,W,-0.375,-0.5,0.25,-9
NH,0.5,1.75,W,D,L,W,L,D,-0.625,0.625,-0.5,15
H,1.666666667,0.3333333333,W,W,D,L,L,L,0.4444444444,-1.111111111,0.8888888889,5
H,0.5555555556,1.444444444,L,L,D,L,W,D,-0.8888888889,0.5555555556,-0.6666666667,15
H,1.777777778,1,W,W,W,D,W,W,0.3333333333,-0.2222222222,0.5555555556,4
NH,0.6666666667,0.6666666667,L,D,D,L,L,D,-0.5555555556,-0.6666666667,0.1111111111,2
H,1.555555556,1.333333333,W,L,L,L,D,D,0.3333333333,0.5555555556,-0.1111111111,-10
NH,1.777777778,0.5555555556,D,L,W,L,L,L,0.5555555556,-0.6666666667,0.3333333333,-2
H,1.444444444,1.555555556,L,W,D,W,L,L,0.5555555556,0.3333333333,0,-6
NH,0.6666666667,1.777777778,L,L,D,W,W,W,-0.6666666667,0.3333333333,-1,-8
H,1.222222222,0.6666666667,W,W,L,L,D,D,-0.2222222222,-0.5555555556,0.2222222222,3
H,0.5555555556,1.111111111,L,L,L,L,W,L,-0.6666666667,-0.3333333333,-0.1111111111,8
NH,1.8,1.8,D,W,W,W,W,W,0.7,0.6,-0.3,-6
NH,0.7,1.9,D,D,L,W,D,L,-0.4,0.6,-0.1,5
H,1.4,0.8,L,L,W,W,L,L,-0.1,-0.7,0.3,-11
NH,0.4,2.7,D,L,L,W,W,W,-1,2,-1.4,3
H,0.9,0.5,L,D,W,L,D,W,-0.3,-0.7,0.3,-4
H,1.5,1.2,W,L,D,D,W,L,0.6,-0.2,0,11
NH,0.6,0.4,L,L,D,D,L,L,-0.6,-1,0.1,8
NH,1.9,1.4,W,D,L,L,L,W,0.6,-0.1,0,5
H,2.7,1.1,W,W,W,L,W,W,2,-0.3,0.8,-14
H,1.3,1.5,W,L,W,W,L,D,-0.1,0.6,-0.1,-13
H,1.090909091,1.636363636,L,D,W,L,D,W,-0.2727272727,0.3636363636,-0.1818181818,4
NH,0.4545454545,0.6363636364,L,L,D,L,D,D,-0.7272727273,-0.4545454545,0.1818181818,2
NH,1.727272727,1.545454545,D,W,W,D,W,L,0.5454545455,0.5454545455,0.2727272727,7
H,2,0.8181818182,W,W,W,W,D,L,0.5454545455,-0.3636363636,1,5
NH,0.7272727273,1.090909091,L,W,L,W,L,D,-0.8181818182,-0.1818181818,-0.5454545455,3
H,1.545454545,0.8181818182,L,W,W,L,W,L,0.2727272727,-0.6363636364,0.1818181818,-2
H,1.545454545,0.4545454545,D,W,L,L,L,D,0.5454545455,-0.7272727273,0.2727272727,-16
NH,0.8181818182,1.454545455,L,W,L,W,W,L,-0.6363636364,0.09090909091,-0.4545454545,5
H,1.272727273,1.727272727,W,L,W,L,W,D,-0.09090909091,0.4545454545,0.1818181818,4
H,0.8181818182,1.545454545,W,D,L,L,W,W,-0.3636363636,0.2727272727,-0.1818181818,5
H,1.25,0.5,W,W,L,L,L,L,0.08333333333,-0.75,0.75,2
NH,0.8333333333,2.083333333,W,L,D,W,W,W,-0.1666666667,0.6666666667,-0.8333333333,-2
H,1.5,0.6666666667,W,L,W,L,L,W,0.4166666667,-1,0.3333333333,1
H,0.8333333333,1.25,W,W,D,W,L,D,-0.6666666667,0,0,-3
H,1.75,2.583333333,W,L,D,W,D,W,0.4166666667,1.833333333,-0.25,2
H,1.666666667,1.666666667,W,W,L,D,D,W,0.1666666667,0.5,-0.1666666667,-3
NH,1.583333333,1.75,L,L,W,W,L,D,0.1666666667,0.4166666667,-0.5,8
H,2.583333333,1.25,W,D,W,W,W,L,1.833333333,0.08333333333,0.25,-13
H,1.583333333,0.8333333333,W,W,W,W,L,D,0.3333333333,-0.1666666667,0.5833333333,-11
NH,1.666666667,1.166666667,W,L,W,L,W,L,0.4166666667,-0.25,0,-7
NH,0.3846153846,0.6923076923,L,L,L,L,L,L,-1,-0.8461538462,-0.1538461538,8
H,0.6153846154,0.7692307692,L,L,L,L,W,W,-1,-0.9230769231,-0.3076923077,13
NH,1.923076923,1.769230769,L,W,W,W,W,D,0.5384615385,0.6923076923,0.1538461538,16
H,1.153846154,0.9230769231,L,W,L,W,L,W,-0.07692307692,-0.3076923077,0,-6
NH,1.538461538,1.461538462,L,D,D,D,W,L,0.3846153846,0.3846153846,0.07692307692,-9
H,1.769230769,1.307692308,W,W,D,W,L,W,0.6923076923,0,0.07692307692,-13
H,0.6923076923,1.461538462,L,L,L,L,L,L,-0.8461538462,0,-0.07692307692,-1
NH,1.538461538,1.692307692,L,W,L,W,W,W,0.3076923077,0.3846153846,-0.2307692308,3
NH,0.7692307692,2.384615385,L,W,L,L,W,D,-0.3076923077,1.615384615,-0.3846153846,15
NH,0.3846153846,0.4615384615,L,L,L,L,L,L,-1,-0.7692307692,0.07692307692,6
NH,1.785714286,1.5,L,L,W,D,L,D,0.4285714286,0.3571428571,0.2142857143,9
H,0.9285714286,1.285714286,W,L,W,L,W,W,-0.7857142857,-0.07142857143,0.07142857143,-10
H,0.8571428571,1.642857143,L,W,L,L,W,W,-0.3571428571,0.1428571429,-0.1428571429,7
NH,1.285714286,0.7857142857,W,L,W,W,L,L,0,-0.6428571429,0.07142857143,-10
NH,1.357142857,1.928571429,L,D,W,W,W,W,0.2857142857,0.5714285714,-0.2142857143,15
NH,0.3571428571,1.785714286,L,L,L,W,W,W,-1.071428571,0.5,-1.071428571,13
NH,1.285714286,0.9285714286,D,W,L,W,L,W,0,-0.7857142857,-0.2142857143,11
H,1.642857143,1.857142857,L,W,W,W,W,W,0.1428571429,0.8571428571,-0.2857142857,4
H,2.428571429,1.285714286,W,L,W,W,L,W,1.714285714,0,0.2142857143,-6
H,1.785714286,1.785714286,W,W,W,L,L,W,0.5,0.4285714286,0.4285714286,-13
H,2,0.6666666667,W,W,W,L,L,L,0.7333333333,-0.6,0.6,-13
NH,1.2,1,L,L,W,W,W,L,-0.1333333333,-0.5333333333,0.2,4
H,1.6,0.3333333333,W,D,L,L,L,L,0.4,-1.066666667,0.4,-9
NH,0.8,1,D,W,L,W,L,W,-0.6,-0.2666666667,-0.3333333333,4
NH,1.266666667,1.4,L,L,L,L,D,L,-0.2666666667,0.2,-0.2666666667,3
NH,0.6,1.466666667,L,W,L,W,L,D,-0.6666666667,0.3333333333,-0.2666666667,-6
H,0.6,1,L,W,L,W,L,W,-0.6666666667,-0.2666666667,-0.4,-1
H,1.2,1.466666667,L,D,W,W,L,D,-0.2,0.3333333333,0,-3
NH,1.733333333,1,W,L,W,W,W,L,0.2666666667,-0.5333333333,0.4,-4
H,1.266666667,0.3333333333,L,L,L,L,L,L,-0.2666666667,-1.066666667,0,-7
H,2.5,1.5625,W,W,W,L,L,L,1.6875,0.125,0.5625,-17
H,1.9375,1.1875,W,W,W,L,D,W,0.75,-0.0625,0.5,-2
H,1.1875,1.625,D,L,L,L,L,W,-0.125,0.5625,-0.125,12
H,0.8125,1.5,D,D,W,W,L,D,-0.5625,0.375,-0.125,9
NH,1.9375,1.0625,D,W,W,D,W,W,0.6875,-0.5625,0.1875,-1
H,1.6875,0.625,W,W,D,L,L,L,0.4375,-0.75,0.3125,-7
NH,1.0625,1.375,D,W,W,L,W,L,-0.5625,0.25,0.1875,-14
H,1.9375,1.5625,D,W,W,L,L,L,0.6875,0.125,0.625,-15
NH,1,1.9375,D,W,W,D,W,W,-0.5,0.6875,-0.375,7
NH,1.0625,1.6875,D,W,W,D,W,L,-0.5625,0.25,0,-2
H,0.9411764706,1.235294118,L,D,W,W,L,L,-0.2941176471,-0.2352941176,0,-2
H,1.411764706,0.7058823529,L,W,L,L,W,L,0.2352941176,-0.7058823529,-0.1176470588,-4
H,0.5882352941,0.9411764706,L,L,L,W,D,D,-0.8235294118,-0.4117647059,-0.4705882353,-1
NH,1.470588235,1.294117647,W,L,W,W,D,L,0.2941176471,-0.05882352941,0,4
H,1.470588235,1.294117647,L,L,L,L,W,L,-0.1176470588,-0.2941176471,-0.1764705882,7
NH,1.529411765,2.529411765,L,L,L,W,W,W,0.4117647059,1.647058824,-0.3529411765,1
NH,1.117647059,1.764705882,L,L,D,W,W,W,-0.1764705882,0.5294117647,-0.3529411765,-2
H,1,1,D,D,W,L,D,W,-0.4705882353,-0.5882352941,0.05882352941,6
NH,1.294117647,1.529411765,L,W,L,L,L,L,-0.2941176471,0.4117647059,-0.1764705882,9
H,2.529411765,0.9411764706,W,W,W,L,D,W,1.647058824,-0.2941176471,0.2941176471,-12
H,2.055555556,1.388888889,W,W,W,W,W,D,0.8888888889,0.05555555556,0.4444444444,-9
H,2.055555556,0.8888888889,W,W,D,L,W,D,0.9444444444,-0.4444444444,0.2777777778,-14
NH,1.111111111,1.166666667,D,L,L,L,W,L,-0.1666666667,-0.2777777778,0.05555555556,-8
NH,0.7222222222,1.388888889,W,L,L,L,W,L,-0.7222222222,0.1666666667,-0.1666666667,-2
NH,0.2777777778,1.722222222,L,L,L,D,W,D,-1.166666667,0.4444444444,-0.4444444444,12
H,1.722222222,0.6666666667,D,W,W,L,L,W,0.5,-0.7777777778,0.2777777778,-3
H,1.555555556,1.5,W,L,L,W,L,W,0.05555555556,0.3888888889,-0.2222222222,10
H,1.611111111,0.7222222222,W,L,L,W,L,L,0.4444444444,-0.7222222222,0.1666666667,-14
NH,0.6666666667,2.055555556,L,L,W,W,W,D,-0.7777777778,0.9444444444,-0.3888888889,9
NH,0.9444444444,2.055555556,L,L,D,W,W,W,-0.7777777778,0.8888888889,-0.4444444444,-1
NH,1,1.052631579,L,W,L,W,L,D,-0.2631578947,-0.3157894737,-0.05263157895,3
NH,1.421052632,2.578947368,L,W,L,W,W,W,0.3157894737,1.631578947,-0.4736842105,7
H,0.8421052632,1.789473684,L,L,W,W,D,W,-0.5789473684,0.5789473684,-0.4210526316,8
NH,1.368421053,1.631578947,D,L,W,W,W,L,0.1578947368,0.1052631579,0.05263157895,0
NH,1.052631579,1.684210526,W,L,D,W,W,L,-0.3157894737,0.6315789474,0.1052631579,8
H,1.315789474,1.368421053,W,L,L,D,L,W,-0.2105263158,0.1578947368,-0.05263157895,-7
H,2.578947368,0.6842105263,W,W,W,D,L,L,1.631578947,-0.7368421053,0.5789473684,-11
H,2.105263158,0.8421052632,W,W,W,L,L,W,0.8947368421,-0.5789473684,0.5263157895,-12
H,2.105263158,1.631578947,W,W,W,L,D,W,1.052631579,0.2631578947,0.2631578947,-3
NH,1.052631579,1.421052632,L,D,L,L,W,L,-0.2631578947,0.3157894737,-0.2105263158,-1
H,0.7,1,L,D,W,D,L,W,-0.85,-0.25,-0.05,3
NH,0.3,0.85,L,D,L,L,L,L,-1.1,-1,0,14
H,1.7,1.25,L,W,D,L,L,W,0.45,-0.15,0.15,-5
NH,1.7,1.35,W,W,W,W,W,L,0.2,0,0,3
H,0.65,1.7,L,D,L,W,W,W,-0.8,0.2,-0.25,-6
H,1.35,0.7,W,W,L,L,D,W,0,-0.85,0.25,-1
NH,1.6,2.05,D,L,D,D,W,W,0.25,0.85,-0.35,1
H,0.85,1.25,L,L,L,L,W,L,-1,-0.3,-0.25,-7
H,1,0.3,D,L,W,L,D,L,-0.25,-1.1,0.2,-5
NH,1.25,1.05,L,L,W,D,L,D,-0.15,-0.25,0.25,7
NH,0.9047619048,1.047619048,L,W,L,D,D,W,-0.4761904762,-0.2857142857,0,7
NH,1.238095238,2.619047619,L,L,D,W,W,W,-0.04761904762,1.619047619,-0.5238095238,17
NH,1.619047619,2.095238095,D,D,W,W,D,W,0.5714285714,1.095238095,-0.2380952381,-1
NH,1.333333333,1.761904762,D,L,L,W,L,W,0.2380952381,0.5238095238,-0.2857142857,-1
H,1.619047619,1.047619048,D,D,W,D,D,L,0.5714285714,-0.2380952381,0.2380952381,-5
NH,1.047619048,1.238095238,D,D,W,L,L,D,-0.2857142857,-0.04761904762,0.09523809524,-8
NH,1.428571429,1.571428571,W,W,W,D,D,L,0.04761904762,0.2380952381,0.2857142857,9
H,1.333333333,0.7619047619,W,L,W,W,L,D,-0.1904761905,-0.6666666667,0.09523809524,-1
H,0.9523809524,1.238095238,L,D,L,D,L,L,-0.2857142857,-0.1428571429,-0.1428571429,-1
H,2.095238095,1.761904762,W,D,W,W,L,W,0.8571428571,0.5238095238,0.1428571429,-4
H,1.272727273,2.045454545,L,D,L,D,W,D,0.1363636364,1.045454545,-0.3181818182,5
NH,0.7727272727,1.045454545,L,W,L,W,W,L,-0.7727272727,-0.7727272727,0.04545454545,12
NH,0.2727272727,2.636363636,L,L,L,W,W,W,-1.090909091,1.636363636,-0.6363636364,17
NH,1.545454545,0.8636363636,L,L,W,L,L,W,-0.04545454545,-0.5,0.2727272727,1
H,0.7272727273,0.7727272727,L,W,L,L,W,L,-0.7272727273,-0.7727272727,-0.1363636364,-4
H,1.636363636,1.272727273,W,D,D,L,D,L,0.3181818182,0.1363636364,0.09090909091,-2
H,1.045454545,1.681818182,W,W,L,W,D,D,-0.7727272727,0.8636363636,-0.2272727273,2
NH,1,1.545454545,L,D,D,L,L,W,-0.5454545455,-0.04545454545,-0.2727272727,-11
NH,1.181818182,1.409090909,L,D,L,D,W,W,-0.1818181818,0.04545454545,-0.2727272727,-1
NH,1.818181818,1.136363636,W,W,L,W,D,D,0.5909090909,-0.2272727273,0.09090909091,-1
NH,0.9565217391,0.3913043478,W,L,L,W,L,L,-0.4347826087,-1,0.08695652174,-1
NH,2.652173913,1.304347826,W,W,W,D,D,W,1.608695652,-0.1739130435,0.3043478261,-10
H,1.956521739,1.956521739,L,D,W,D,L,W,0.9130434783,0.7391304348,0,-2
H,1.260869565,1.130434783,W,L,L,W,W,L,-0.08695652174,-0.1739130435,-0.1304347826,5
NH,1.304347826,0.9565217391,D,D,W,W,L,L,-0.1739130435,-0.4347826087,0.08695652174,-6
H,1.130434783,1.739130435,W,W,L,L,W,W,-0.1739130435,0.5217391304,-0.08695652174,4
NH,0.3913043478,0.9565217391,W,L,L,L,L,D,-1,-0.5652173913,0.08695652174,11
NH,1.47826087,1.130434783,L,L,L,W,W,W,-0.08695652174,-0.6956521739,-0.1304347826,14
NH,1.608695652,1.260869565,L,W,D,W,L,L,0.7826086957,-0.08695652174,0.1739130435,-16
NH,1.086956522,2.652173913,L,W,D,W,W,W,-0.2608695652,1.608695652,-0.3043478261,9
H,1.541666667,2,W,W,D,W,L,D,0.125,0.9166666667,0.2083333333,12
NH,1.875,0.8333333333,L,D,L,D,W,L,0.625,-0.4583333333,-0.08333333333,-7
H,1.291666667,1.083333333,L,W,L,L,L,L,0.125,-0.3333333333,0.125,-6
NH,0.7083333333,1.583333333,L,L,L,D,D,W,-0.9583333333,0.2916666667,-0.1666666667,10
NH,0.8333333333,1.541666667,D,W,L,L,L,W,-0.4583333333,0.7083333333,0.08333333333,10
NH,1.583333333,1.541666667,D,D,W,W,L,L,0.2916666667,-0.04166666667,0.04166666667,-12
H,1.208333333,1.291666667,W,W,W,L,W,L,-0.625,0.125,0.3333333333,-4
H,2,1.083333333,W,L,D,L,W,W,0.9166666667,-0.2083333333,0.04166666667,-10
NH,1.041666667,1.083333333,W,L,L,D,L,W,-0.4166666667,-0.25,-0.04166666667,-3
H,1.083333333,0.7083333333,L,L,L,L,L,L,-0.3333333333,-0.9583333333,-0.08333333333,-2
H,0.92,1.48,D,L,W,L,W,W,-0.44,0.04,-0.24,2
H,1.4,0.36,W,W,W,L,L,W,0,-1.12,0.24,0
H,2.52,1.8,D,D,W,L,L,D,1.48,0.52,0.28,-4
H,1.64,1.32,L,D,L,W,L,D,0.44,-0.16,-0.04,-2
H,1.32,1.8,W,L,D,L,L,D,-0.16,0.52,0.16,6
NH,1.6,1.56,W,L,L,D,D,D,0.76,0.28,0,-4
NH,1.08,1.16,D,D,L,W,L,L,-0.24,-0.24,0.08,-4
H,1.2,1.48,D,W,W,L,W,W,-0.6,0.04,0.12,-11
H,1.16,0.92,W,L,W,D,L,W,-0.16,-0.44,0.2,-4
H,1,2.52,L,W,L,D,D,W,-0.56,1.48,-0.28,6
NH,0.6923076923,1.961538462,L,D,L,W,L,W,-0.9615384615,0.8846153846,-0.2307692308,13
NH,1.5,1.846153846,D,D,W,W,L,L,-0.03846153846,0.5384615385,0.03846153846,13
H,1.307692308,1.269230769,L,W,L,L,W,L,0.1923076923,-0.1923076923,0.03846153846,-3
NH,0.3846153846,1.692307692,D,L,L,W,L,D,-1.076923077,0.5,-0.1153846154,9
